DATE,FISCAL_YEAR,PRODUCT_CODE,VARIANT,PRODUCT,FORECAST_QUANTITY,gross_price,GROSS_PRICE_TOTAL
2021-02-01,2021,A4218110202,"Standard Blue","AQ Digit",6,215.9341,1295.60
2021-02-01,2021,A4218110203,"Standard Red","AQ Digit",19,236.8486,4500.12
2021-02-01,2021,A4218110204,"Plus Grey","AQ Digit",12,232.1038,2785.25
2021-02-01,2021,A4218110205,"Plus Blue","AQ Digit",21,240.1403,5042.95
2021-02-01,2021,A4218110206,"Plus Red","AQ Digit",35,237.0183,8295.64
2021-02-01,2021,A4218110207,"Premium Black","AQ Digit",29,249.1303,7224.78
2021-02-01,2021,A4218110208,"Premium Misty Green","AQ Digit",14,243.0414,3402.58
2021-02-01,2021,A4318110301,"Standard Grey","AQ Velocity",26,264.7000,6882.20
2021-02-01,2021,A4319110302,"Standard Blue","AQ Velocity",20,267.2091,5344.18
2021-02-01,2021,A4319110303,"Standard Red","AQ Velocity",7,261.2305,1828.61
2021-02-01,2021,A4319110304,"Plus Grey","AQ Velocity",13,267.0636,3471.83
2021-02-01,2021,A4319110305,"Plus Blue","AQ Velocity",9,277.8079,2500.27
2021-02-01,2021,A4319110306,"Plus Red","AQ Velocity",22,275.8194,6068.03
2021-02-01,2021,A4419110401,"Standard Grey","AQ Elite",23,271.3471,6240.98
2021-02-01,2021,A4419110402,"Standard Blue","AQ Elite",28,281.9504,7894.61
2021-02-01,2021,A4419110403,"Standard Red","AQ Elite",22,288.0503,6337.11
2021-02-01,2021,A4419110404,"Plus Grey","AQ Elite",7,286.8973,2008.28
2021-02-01,2021,A4419110405,"Plus Blue","AQ Elite",18,291.2071,5241.73
2021-02-01,2021,A4419110406,"Plus Red","AQ Elite",31,287.5666,8914.56
2021-02-01,2021,A4419110407,"Premium Black","AQ Elite",10,287.4934,2874.93
2021-02-01,2021,A4419110408,"Premium Misty Green","AQ Elite",22,297.0277,6534.61
2021-02-01,2021,A4519110501,"Standard Grey","AQ Gen X",12,311.8396,3742.08
2021-02-01,2021,A4519110502,"Standard Blue","AQ Gen X",31,300.3378,9310.47
2021-02-01,2021,A4519110503,"Standard Red","AQ Gen X",31,306.9189,9514.49
2021-02-01,2021,A4520110504,"Plus Grey","AQ Gen X",32,341.7343,10935.50
2021-02-01,2021,A4520110505,"Plus Blue","AQ Gen X",16,325.2156,5203.45
2021-02-01,2021,A4520110506,"Plus Red","AQ Gen X",23,325.2561,7480.89
2021-02-01,2021,A4520110507,"Premium Black","AQ Gen X",24,322.9426,7750.62
2021-02-01,2021,A4520110508,"Premium Misty Green","AQ Gen X",16,327.0930,5233.49
2021-02-01,2021,A4620110601,"Standard Grey","AQ Gen Y",8,347.2474,2777.98
2021-02-01,2021,A4620110602,"Standard Blue","AQ Gen Y",20,346.6886,6933.77
2021-02-01,2021,A4620110603,"Standard Red","AQ Gen Y",23,366.0459,8419.06
2021-02-01,2021,A4620110604,"Plus Grey","AQ Gen Y",15,353.0982,5296.47
2021-02-01,2021,A4620110605,"Plus Blue","AQ Gen Y",22,349.2525,7683.56
2021-02-01,2021,A4620110606,"Plus Red","AQ Gen Y",30,348.5375,10456.13
2021-02-01,2021,A4620110607,"Premium Black","AQ Gen Y",23,347.8030,7999.47
2021-02-01,2021,A4620110608,"Premium Misty Green","AQ Gen Y",15,363.0630,5445.95
2021-02-01,2021,A4720110701,"Standard Grey","AQ GEN Z",17,367.7335,6251.47
2021-02-01,2021,A4720110702,"Standard Blue","AQ GEN Z",8,371.4027,2971.22
2021-02-01,2021,A4721110703,"Standard Red","AQ GEN Z",36,361.6496,13019.39
2021-02-01,2021,A4721110704,"Plus Grey","AQ GEN Z",5,380.2153,1901.08
2021-02-01,2021,A4721110705,"Plus Blue","AQ GEN Z",10,377.4069,3774.07
2021-02-01,2021,A4918110101,"Standard Grey","AQ BZ 101",21,419.1936,8803.07
2021-02-01,2021,A4918110102,"Standard Blue","AQ BZ 101",21,451.4881,9481.25
2021-02-01,2021,A4918110103,"Premium Black","AQ BZ 101",20,428.1451,8562.90
2021-02-01,2021,A4918110104,"Premium Misty Green","AQ BZ 101",20,460.2805,9205.61
2021-02-01,2021,A5018110201,"Standard Grey","AQ BZ Compact",23,451.7049,10389.21
2021-02-01,2021,A5018110202,"Standard Blue","AQ BZ Compact",26,462.5568,12026.48
2021-02-01,2021,A5018110203,"Standard Red","AQ BZ Compact",14,452.1420,6329.99
2021-02-01,2021,A5018110204,"Plus Grey","AQ BZ Compact",27,447.7337,12088.81
2021-02-01,2021,A5018110205,"Plus Blue","AQ BZ Compact",10,486.1763,4861.76
2021-02-01,2021,A5018110206,"Plus Red","AQ BZ Compact",12,475.5544,5706.65
2021-02-01,2021,A5018110207,"Premium Black","AQ BZ Compact",28,475.1904,13305.33
2021-02-01,2021,A5019110208,"Premium Misty Green","AQ BZ Compact",37,467.3047,17290.27
2021-02-01,2021,A5119110301,"Standard Grey","AQ BZ Gen Y",26,479.0441,12455.15
2021-02-01,2021,A5119110302,"Standard Blue","AQ BZ Gen Y",28,474.3132,13280.77
2021-02-01,2021,A5119110303,"Standard Red","AQ BZ Gen Y",21,474.3154,9960.62
2021-02-01,2021,A5119110305,"Plus Blue","AQ BZ Gen Y",29,483.3813,14018.06
2021-02-01,2021,A5119110306,"Plus Red","AQ BZ Gen Y",10,486.4857,4864.86
2021-02-01,2021,A5119110307,"Premium Black","AQ BZ Gen Y",12,516.4580,6197.50
2021-02-01,2021,A5119110308,"Premium Misty Green","AQ BZ Gen Y",27,512.5811,13839.69
2021-02-01,2021,A5219110401,"Standard Grey","AQ BZ Gen Z",29,506.9644,14701.97
2021-02-01,2021,A5219110402,"Standard Blue","AQ BZ Gen Z",15,490.1582,7352.37
2021-02-01,2021,A5219110403,"Standard Red","AQ BZ Gen Z",7,525.8042,3680.63
2021-02-01,2021,A5219110405,"Plus Blue","AQ BZ Gen Z",22,521.2603,11467.73
2021-02-01,2021,A5219110406,"Plus Red","AQ BZ Gen Z",20,550.4597,11009.19
2021-02-01,2021,A5219110407,"Premium Black","AQ BZ Gen Z",10,545.5931,5455.93
2021-02-01,2021,A5220110408,"Premium Misty Green","AQ BZ Gen Z",26,533.0397,13859.03
2021-02-01,2021,A5318110103,"Standard Black","AQ Gamer 1",23,584.9722,13454.36
2021-02-01,2021,A5318110104,"Plus Firey Red","AQ Gamer 1",14,586.3824,8209.35
2021-02-01,2021,A5318110105,"Plus Cool Blue","AQ Gamer 1",21,551.3303,11577.94
2021-02-01,2021,A5318110106,"Plus Black","AQ Gamer 1",9,565.8747,5092.87
2021-02-01,2021,A5318110107,"Premium Black","AQ Gamer 1",22,571.6489,12576.28
2021-02-01,2021,A5318110108,"Premium Misty Green","AQ Gamer 1",19,579.6609,11013.56
2021-02-01,2021,A5419110201,"Standard Firey Red","AQ Gamer 2",23,585.0003,13455.01
2021-02-01,2021,A5419110202,"Standard Cool Blue","AQ Gamer 2",17,567.9271,9654.76
2021-02-01,2021,A5419110203,"Standard Black","AQ Gamer 2",7,595.5711,4169.00
2021-02-01,2021,A5419110204,"Plus Firey Red","AQ Gamer 2",20,602.9200,12058.40
2021-02-01,2021,A5419110205,"Plus Cool Blue","AQ Gamer 2",14,570.7578,7990.61
2021-02-01,2021,A5419110206,"Plus Black","AQ Gamer 2",7,601.6398,4211.48
2021-02-01,2021,A5419110207,"Premium Black","AQ Gamer 2",13,599.2302,7789.99
2021-02-01,2021,A5419110208,"Premium Misty Green","AQ Gamer 2",8,608.4070,4867.26
2021-02-01,2021,A5519110301,"Standard Firey Red","AQ Gamer 3",6,589.7411,3538.45
2021-02-01,2021,A5519110302,"Standard Cool Blue","AQ Gamer 3",16,605.8642,9693.83
2021-02-01,2021,A5519110303,"Standard Black","AQ Gamer 3",11,604.2721,6646.99
2021-02-01,2021,A5519110304,"Plus Firey Red","AQ Gamer 3",23,597.7704,13748.72
2021-02-01,2021,A5520110305,"Plus Cool Blue","AQ Gamer 3",19,632.4885,12017.28
2021-02-01,2021,A5520110306,"Plus Black","AQ Gamer 3",18,639.6816,11514.27
2021-02-01,2021,A5520110307,"Premium Black","AQ Gamer 3",10,609.7926,6097.93
2021-02-01,2021,A5520110308,"Premium Misty Green","AQ Gamer 3",23,590.1159,13572.67
2021-02-01,2021,A5620110401,"Standard Firey Red","AQ Smash 1",16,642.0698,10273.12
2021-02-01,2021,A5620110402,"Standard Cool Blue","AQ Smash 1",21,593.8297,12470.42
2021-02-01,2021,A5621110403,"Standard Black","AQ Smash 1",19,631.1855,11992.52
2021-02-01,2021,A5621110404,"Plus Firey Red","AQ Smash 1",18,639.9614,11519.31
2021-02-01,2021,A5621110405,"Plus Cool Blue","AQ Smash 1",21,601.8173,12638.16
2021-02-01,2021,A5621110406,"Plus Black","AQ Smash 1",17,644.3777,10954.42
2021-02-01,2021,A5621110407,"Premium Black","AQ Smash 1",7,655.7782,4590.45
2021-02-01,2021,A5621110408,"Premium Misty Green","AQ Smash 1",17,657.2525,11173.29
2021-02-01,2021,A5721110501,"Standard Firey Red","AQ Smash 2",22,649.6929,14293.24
2021-02-01,2021,A5721110502,"Standard Cool Blue","AQ Smash 2",8,627.9938,5023.95
2021-02-01,2021,A5721110503,"Standard Black","AQ Smash 2",7,678.3035,4748.12
2021-02-01,2021,A5721110504,"Plus Firey Red","AQ Smash 2",17,655.8348,11149.19
2021-02-01,2021,A5721110505,"Plus Cool Blue","AQ Smash 2",4,674.4272,2697.71
2021-02-01,2021,A5721110506,"Plus Black","AQ Smash 2",14,720.5460,10087.64
2021-02-01,2021,A5820110101,"Standard 1","AQ BZ Allin1",25,681.3022,17032.56
2021-02-01,2021,A5820110102,"Standard 2","AQ BZ Allin1",27,697.5541,18833.96
2021-02-01,2021,A5820110103,"Standard 3","AQ BZ Allin1",13,735.1465,9556.90
2021-02-01,2021,A5820110104,"Plus 1","AQ BZ Allin1",18,690.4971,12428.95
2021-02-01,2021,A5820110105,"Plus 2","AQ BZ Allin1",31,709.3926,21991.17
2021-02-01,2021,A5820110106,"Plus 3","AQ BZ Allin1",22,692.5242,15235.53
2021-02-01,2021,A5820110107,"Premium 1","AQ BZ Allin1",19,737.6775,14015.87
2021-02-01,2021,A5821110108,"Premium 2","AQ BZ Allin1",40,746.7388,29869.55
2021-02-01,2021,A6018110101,"Standard 1","AQ Home Allin1",3,800.4577,2401.37
2021-02-01,2021,A6018110102,"Standard 2","AQ Home Allin1",3,764.0542,2292.16
2021-02-01,2021,A6018110103,"Standard 3","AQ Home Allin1",3,770.9789,2312.94
2021-02-01,2021,A6018110104,"Plus 1","AQ Home Allin1",4,749.0987,2996.39
2021-02-01,2021,A6018110105,"Plus 2","AQ Home Allin1",5,766.6472,3833.24
2021-02-01,2021,A6018110106,"Plus 3","AQ Home Allin1",4,787.5874,3150.35
2021-02-01,2021,A6019110107,"Premium 1","AQ Home Allin1",4,785.9918,3143.97
2021-02-01,2021,A6019110108,"Premium 2","AQ Home Allin1",5,796.6606,3983.30
2021-02-01,2021,A6119110201,"Standard 1","AQ HOME Allin1 Gen 2",4,824.0889,3296.36
2021-02-01,2021,A6119110202,"Standard 2","AQ HOME Allin1 Gen 2",3,790.1040,2370.31
2021-02-01,2021,A6119110203,"Standard 3","AQ HOME Allin1 Gen 2",2,769.5635,1539.13
2021-02-01,2021,A6119110204,"Plus 1","AQ HOME Allin1 Gen 2",3,807.2638,2421.79
2021-02-01,2021,A6120110205,"Plus 2","AQ HOME Allin1 Gen 2",5,834.9812,4174.91
2021-02-01,2021,A6120110206,"Plus 3","AQ HOME Allin1 Gen 2",3,810.6034,2431.81
2021-02-01,2021,A6218160101,Standard,"AQ Digit SSD",1184,13.5941,16095.41
2021-02-01,2021,A6218160102,Plus,"AQ Digit SSD",1169,15.2481,17825.03
2021-02-01,2021,A6219160103,Premium,"AQ Digit SSD",473,16.3003,7710.04
2021-02-01,2021,A6319160201,Standard,"AQ Neuer SSD",131,17.3590,2274.03
2021-02-01,2021,A6319160202,Plus,"AQ Neuer SSD",828,18.5733,15378.69
2021-02-01,2021,A6319160203,Premium,"AQ Neuer SSD",466,19.3433,9013.98
2021-02-01,2021,A6419160301,Standard,"AQ Clx1",747,17.8043,13299.81
2021-02-01,2021,A6419160302,Plus,"AQ Clx1",1400,19.6723,27541.22
2021-02-01,2021,A6419160303,Premium,"AQ Clx1",1319,19.3342,25501.81
2021-02-01,2021,A6519160401,Standard,"AQ Clx2",1025,20.2889,20796.12
2021-02-01,2021,A6520160402,Plus,"AQ Clx2",1037,20.1650,20911.11
2021-02-01,2021,A6520160403,Premium,"AQ Clx2",1163,21.2830,24752.13
2021-02-01,2021,A6620160501,Standard,"AQ Clx3",267,22.8530,6101.75
2021-02-01,2021,A6720160103,Premium,"AQ Pen Drive 2 IN 1",905,4.4411,4019.20
2021-02-01,2021,A6818160201,Standard,"AQ Pen Drive DRC",702,2.9990,2105.30
2021-02-01,2021,A6818160202,Plus,"AQ Pen Drive DRC",1640,3.8531,6319.08
2021-02-01,2021,A6819160203,Premium,"AQ Pen Drive DRC",1598,5.0984,8147.24
2021-02-01,2021,A7118160101,Standard,"AQ Wi Power Dx1",477,29.6712,14153.16
2021-02-01,2021,A7119160102,Plus,"AQ Wi Power Dx1",851,29.9264,25467.37
2021-02-01,2021,A7119160103,Premium,"AQ Wi Power Dx1",226,28.7736,6502.83
2021-02-01,2021,A7219160201,Standard,"AQ Wi Power Dx2",818,32.9575,26959.24
2021-02-01,2021,A7220160202,Plus,"AQ Wi Power Dx2",647,35.2053,22777.83
2021-02-01,2021,A7220160203,Premium,"AQ Wi Power Dx2",646,37.4784,24211.05
2021-02-01,2021,A7321160301,Standard,"AQ Wi Power Dx3",324,40.7954,13217.71
2021-02-01,2021,A7321160302,Plus,"AQ Wi Power Dx3",172,43.9446,7558.47
2021-02-01,2021,A7321160303,Premium,"AQ Wi Power Dx3",300,42.8483,12854.49
2021-04-01,2021,A0118150101,Standard,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",81,19.0573,1543.64
2021-04-01,2021,A0118150102,Plus,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",185,21.4565,3969.45
2021-04-01,2021,A0118150103,Premium,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",210,21.7795,4573.70
2021-04-01,2021,A0118150104,"Premium Plus","AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",168,22.9729,3859.45
2021-04-01,2021,A0219150201,Standard,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",116,23.6987,2749.05
2021-04-01,2021,A0219150202,Plus,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",83,24.7312,2052.69
2021-04-01,2021,A0220150203,Premium,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",121,23.6154,2857.46
2021-04-01,2021,A0320150301,Standard,"AQ Zion Saga",133,23.7223,3155.07
2021-04-01,2021,A0321150302,Plus,"AQ Zion Saga",132,27.1027,3577.56
2021-04-01,2021,A0321150303,Premium,"AQ Zion Saga",66,28.0059,1848.39
2021-04-01,2021,A0418150103,"Standard 3","AQ Mforce Gen X",137,19.5235,2674.72
2021-04-01,2021,A0418150104,"Plus 1","AQ Mforce Gen X",62,19.9239,1235.28
2021-04-01,2021,A0418150105,"Plus 2","AQ Mforce Gen X",148,20.0766,2971.34
2021-04-01,2021,A0418150106,"Plus 3","AQ Mforce Gen X",118,19.9365,2352.51
2021-04-01,2021,A0519150201,"Standard 1","AQ Mforce Gen Y",116,22.3984,2598.21
2021-04-01,2021,A0519150202,"Standard 2","AQ Mforce Gen Y",79,24.9298,1969.45
2021-04-01,2021,A0519150203,"Standard 3","AQ Mforce Gen Y",19,26.5871,505.15
2021-04-01,2021,A0519150204,"Plus 1","AQ Mforce Gen Y",115,26.1081,3002.43
2021-04-01,2021,A0519150205,"Plus 2","AQ Mforce Gen Y",129,29.7008,3831.40
2021-04-01,2021,A0519150206,"Plus 3","AQ Mforce Gen Y",116,31.2439,3624.29
2021-04-01,2021,A0519150207,"Premium 1","AQ Mforce Gen Y",220,32.4427,7137.39
2021-04-01,2021,A0519150208,"Premium 2","AQ Mforce Gen Y",190,30.5816,5810.50
2021-04-01,2021,A0619150301,"Standard 1","AQ Mforce Gen Z",178,30.4696,5423.59
2021-04-01,2021,A0619150302,"Standard 2","AQ Mforce Gen Z",142,34.0973,4841.82
2021-04-01,2021,A0620150303,"Standard 3","AQ Mforce Gen Z",51,34.2412,1746.30
2021-04-01,2021,A0620150304,"Plus 1","AQ Mforce Gen Z",103,37.5826,3871.01
2021-04-01,2021,A0620150305,"Plus 2","AQ Mforce Gen Z",46,36.5679,1682.12
2021-04-01,2021,A0620150306,"Plus 3","AQ Mforce Gen Z",99,37.5278,3715.25
2021-04-01,2021,A0621150307,"Premium 1","AQ Mforce Gen Z",51,36.2434,1848.41
2021-04-01,2021,A0621150308,"Premium 2","AQ Mforce Gen Z",25,39.3990,984.98
2021-04-01,2021,A0721150401,Standard,"AQ GT 21",31,39.3377,1219.47
2021-04-01,2021,A0721150402,"Plus 1","AQ GT 21",30,39.1465,1174.40
2021-04-01,2021,A0721150403,"Plus 2","AQ GT 21",113,39.2990,4440.79
2021-04-01,2021,A0721150404,Premium,"AQ GT 21",104,39.1215,4068.64
2021-04-01,2021,A0821150501,Standard,"AQ Marquee P3",129,40.5013,5224.67
2021-04-01,2021,A0821150502,"Plus 1","AQ Marquee P3",64,43.2966,2770.98
2021-04-01,2021,A0821150503,"Plus 2","AQ Marquee P3",100,42.3841,4238.41
2021-04-01,2021,A0821150504,Premium,"AQ Marquee P3",193,44.7044,8627.95
2021-04-01,2021,A0921150601,Standard,"AQ Marquee P4",109,45.0813,4913.86
2021-04-01,2021,A1018150101,Standard,"AQ 5000 Series Electron 9 5900X Desktop Processor",36,111.1036,3999.73
2021-04-01,2021,A1018150102,Plus,"AQ 5000 Series Electron 9 5900X Desktop Processor",222,123.4797,27412.49
2021-04-01,2021,A1018150103,Premium,"AQ 5000 Series Electron 9 5900X Desktop Processor",140,123.9315,17350.41
2021-04-01,2021,A1118150201,Standard,"AQ 5000 Series Electron 8 5900X Desktop Processor",71,124.2640,8822.74
2021-04-01,2021,A1118150202,Plus,"AQ 5000 Series Electron 8 5900X Desktop Processor",51,129.5836,6608.76
2021-04-01,2021,A1119150203,Premium,"AQ 5000 Series Electron 8 5900X Desktop Processor",277,139.8962,38751.25
2021-04-01,2021,A1219150301,Standard,"AQ 5000 Series Ultron 8 5900X Desktop Processor",193,135.6822,26186.66
2021-04-01,2021,A1219150302,Plus,"AQ 5000 Series Ultron 8 5900X Desktop Processor",144,145.1474,20901.23
2021-04-01,2021,A1219150303,Premium,"AQ 5000 Series Ultron 8 5900X Desktop Processor",183,142.9402,26158.06
2021-04-01,2021,A1319150401,Standard,"AQ Electron 5 3600 Desktop Processor",57,149.1034,8498.89
2021-04-01,2021,A1320150402,Plus,"AQ Electron 5 3600 Desktop Processor",246,150.2450,36960.27
2021-04-01,2021,A1320150403,Premium,"AQ Electron 5 3600 Desktop Processor",30,160.6912,4820.74
2021-04-01,2021,A1420150501,Standard,"AQ Electron 4 3600 Desktop Processor",73,160.5082,11717.10
2021-04-01,2021,A1420150502,Plus,"AQ Electron 4 3600 Desktop Processor",239,169.4999,40510.48
2021-04-01,2021,A1421150503,Premium,"AQ Electron 4 3600 Desktop Processor",71,176.4389,12527.16
2021-04-01,2021,A1521150601,Standard,"AQ Electron 3 3600 Desktop Processor",26,186.2917,4843.58
2021-04-01,2021,A1521150602,Plus,"AQ Electron 3 3600 Desktop Processor",189,185.4599,35051.92
2021-04-01,2021,A1618150101,Standard,"AQ MB Elite",46,19.6485,903.83
2021-04-01,2021,A1618150102,"Plus 1","AQ MB Elite",64,20.4629,1309.63
2021-04-01,2021,A1618150103,"Plus 2","AQ MB Elite",97,21.2017,2056.56
2021-04-01,2021,A1618150104,Premium,"AQ MB Elite",13,21.4489,278.84
2021-04-01,2021,A1718150201,Standard,"AQ MB Crossx",45,21.8879,984.96
2021-04-01,2021,A1718150202,"Plus 1","AQ MB Crossx",101,22.8957,2312.47
2021-04-01,2021,A1718150203,"Plus 2","AQ MB Crossx",98,27.3445,2679.76
2021-04-01,2021,A1718150204,Premium,"AQ MB Crossx",94,28.3991,2669.52
2021-04-01,2021,A1819150301,Standard,"AQ MB Crossx 2",16,28.8615,461.78
2021-04-01,2021,A1819150302,"Plus 1","AQ MB Crossx 2",43,31.9525,1373.96
2021-04-01,2021,A1819150303,"Plus 2","AQ MB Crossx 2",22,32.1924,708.23
2021-04-01,2021,A1819150304,Premium,"AQ MB Crossx 2",101,32.2612,3258.38
2021-04-01,2021,A1919150401,Standard,"AQ MB Lito",41,33.7609,1384.20
2021-04-01,2021,A1919150402,"Plus 1","AQ MB Lito",103,35.0256,3607.64
2021-04-01,2021,A1919150403,"Plus 2","AQ MB Lito",57,35.8350,2042.60
2021-04-01,2021,A1920150404,Premium,"AQ MB Lito",81,38.9780,3157.22
2021-04-01,2021,A2020150501,Standard,"AQ MB Lito 2",107,41.3696,4426.55
2021-04-01,2021,A2020150502,"Plus 1","AQ MB Lito 2",59,39.3932,2324.20
2021-04-01,2021,A2021150503,"Plus 2","AQ MB Lito 2",56,45.4377,2544.51
2021-04-01,2021,A2118150101,"Standard 1","AQ Master wired x1 Ms",1345,2.9434,3958.87
2021-04-01,2021,A2118150102,"Standard 2","AQ Master wired x1 Ms",590,3.9998,2359.88
2021-04-01,2021,A2118150103,"Plus 1","AQ Master wired x1 Ms",1084,4.5295,4909.98
2021-04-01,2021,A2118150104,"Plus 2","AQ Master wired x1 Ms",482,5.0459,2432.12
2021-04-01,2021,A2118150105,"Premium 1","AQ Master wired x1 Ms",381,4.6904,1787.04
2021-04-01,2021,A2118150106,"Premium 2","AQ Master wired x1 Ms",1329,5.2542,6982.83
2021-04-01,2021,A2218150201,"Standard 1","AQ Master wireless x1 Ms",772,5.4383,4198.37
2021-04-01,2021,A2218150202,"Standard 2","AQ Master wireless x1 Ms",1239,6.4054,7936.29
2021-04-01,2021,A2219150203,"Plus 1","AQ Master wireless x1 Ms",312,6.7301,2099.79
2021-04-01,2021,A2219150204,"Plus 2","AQ Master wireless x1 Ms",914,7.3526,6720.28
2021-04-01,2021,A2219150205,"Premium 1","AQ Master wireless x1 Ms",135,7.9813,1077.48
2021-04-01,2021,A2219150206,"Premium 2","AQ Master wireless x1 Ms",618,8.3193,5141.33
2021-04-01,2021,A2319150301,"Standard 1","AQ Gamers Ms",230,8.8044,2025.01
2021-04-01,2021,A2319150302,"Standard 2","AQ Gamers Ms",1025,8.9901,9214.85
2021-04-01,2021,A2319150303,"Plus 1","AQ Gamers Ms",870,9.3977,8176.00
2021-04-01,2021,A2319150304,"Plus 2","AQ Gamers Ms",539,10.4573,5636.48
2021-04-01,2021,A2319150305,"Premium 1","AQ Gamers Ms",581,10.4370,6063.90
2021-04-01,2021,A2319150306,"Premium 2","AQ Gamers Ms",828,10.8659,8996.97
2021-04-01,2021,A2419150401,"Standard 1","AQ Lite Ms",817,11.4829,9381.53
2021-04-01,2021,A2419150402,"Standard 2","AQ Lite Ms",687,11.2819,7750.67
2021-04-01,2021,A2419150403,"Plus 1","AQ Lite Ms",539,10.8925,5871.06
2021-04-01,2021,A2419150404,"Plus 2","AQ Lite Ms",279,11.6332,3245.66
2021-04-01,2021,A2419150405,"Premium 1","AQ Lite Ms",1210,12.7423,15418.18
2021-04-01,2021,A2420150406,"Premium 2","AQ Lite Ms",479,12.2979,5890.69
2021-04-01,2021,A2520150501,"Standard 1","AQ Maxima Ms",393,12.0689,4743.08
2021-04-01,2021,A2520150502,"Standard 2","AQ Maxima Ms",1073,14.5267,15587.15
2021-04-01,2021,A2520150503,"Plus 1","AQ Maxima Ms",929,14.1682,13162.26
2021-04-01,2021,A2520150504,"Plus 2","AQ Maxima Ms",544,14.2800,7768.32
2021-04-01,2021,A2520150505,"Premium 1","AQ Maxima Ms",773,15.1762,11731.20
2021-04-01,2021,A2520150506,"Premium 2","AQ Maxima Ms",696,14.5677,10139.12
2021-04-01,2021,A2620150601,"Standard 1","AQ Qwerty Ms",143,14.9013,2130.89
2021-04-01,2021,A2620150602,"Standard 2","AQ Qwerty Ms",1280,15.8102,20237.06
2021-04-01,2021,A2620150603,"Plus 1","AQ Qwerty Ms",516,15.9792,8245.27
2021-04-01,2021,A2620150604,"Plus 2","AQ Qwerty Ms",809,16.5491,13388.22
2021-04-01,2021,A2620150605,"Premium 1","AQ Qwerty Ms",260,16.5882,4312.93
2021-04-01,2021,A2620150606,"Premium 2","AQ Qwerty Ms",526,16.7850,8828.91
2021-04-01,2021,A2720150701,"Standard 1","AQ Trigger Ms",1233,17.0917,21074.07
2021-04-01,2021,A2721150702,"Standard 2","AQ Trigger Ms",795,17.2368,13703.26
2021-04-01,2021,A2721150703,"Plus 1","AQ Trigger Ms",854,16.9353,14462.75
2021-04-01,2021,A2721150704,"Plus 2","AQ Trigger Ms",968,19.5860,18959.25
2021-04-01,2021,A2721150705,"Premium 1","AQ Trigger Ms",919,19.4042,17832.46
2021-04-01,2021,A2721150706,"Premium 2","AQ Trigger Ms",779,20.0537,15621.83
2021-04-01,2021,A2821150801,"Standard 1","AQ Lumina Ms",1000,21.7118,21711.80
2021-04-01,2021,A2918150101,"Standard 1","AQ Master wired x1",332,6.8991,2290.50
2021-04-01,2021,A2918150102,"Standard 2","AQ Master wired x1",626,7.5979,4756.29
2021-04-01,2021,A2918150103,"Plus 1","AQ Master wired x1",527,7.7693,4094.42
2021-04-01,2021,A2918150104,"Plus 2","AQ Master wired x1",476,8.9514,4260.87
2021-04-01,2021,A2918150105,"Premium 1","AQ Master wired x1",99,9.4650,937.04
2021-04-01,2021,A2918150106,"Premium 2","AQ Master wired x1",251,10.4188,2615.12
2021-04-01,2021,A3018150201,"Standard 1","AQ Master wireless x1",271,10.7955,2925.58
2021-04-01,2021,A3018150202,"Standard 2","AQ Master wireless x1",666,11.0524,7360.90
2021-04-01,2021,A3018150203,"Plus 1","AQ Master wireless x1",530,12.3739,6558.17
2021-04-01,2021,A3019150204,"Plus 2","AQ Master wireless x1",379,11.6011,4396.82
2021-04-01,2021,A3019150205,"Premium 1","AQ Master wireless x1",194,12.0509,2337.87
2021-04-01,2021,A3019150206,"Premium 2","AQ Master wireless x1",245,13.0018,3185.44
2021-04-01,2021,A3119150301,"Standard 1","AQ Gamers ",295,13.5061,3984.30
2021-04-01,2021,A3119150302,"Standard 2","AQ Gamers ",505,15.3071,7730.09
2021-04-01,2021,A3119150303,"Plus 1","AQ Gamers ",556,16.2407,9029.83
2021-04-01,2021,A3120150304,"Plus 2","AQ Gamers ",346,16.3792,5667.20
2021-04-01,2021,A3120150305,"Premium 1","AQ Gamers ",287,16.3218,4684.36
2021-04-01,2021,A3120150306,"Premium 2","AQ Gamers ",642,19.3003,12390.79
2021-04-01,2021,A3220150401,"Standard 1","AQ Lite",515,18.4943,9524.56
2021-04-01,2021,A3220150402,"Standard 2","AQ Lite",355,18.7947,6672.12
2021-04-01,2021,A3220150403,"Plus 1","AQ Lite",171,18.5844,3177.93
2021-04-01,2021,A3220150404,"Plus 2","AQ Lite",106,18.4219,1952.72
2021-04-01,2021,A3220150405,"Premium 1","AQ Lite",509,18.9415,9641.22
2021-04-01,2021,A3220150406,"Premium 2","AQ Lite",598,20.0066,11963.95
2021-04-01,2021,A3320150501,"Standard 1","AQ Maxima",650,20.3908,13254.02
2021-04-01,2021,A3320150502,"Standard 2","AQ Maxima",127,21.6988,2755.75
